trainerID,place,pokename,pokelevel,type1,type2,hp,maxhp,attack,defense,spatk,spdef,speed
6476,1,Throh,45,Fighting,None,179,179,111,97,48,97,61
6477,0,Meditite,24,Fighting,Psychic,57,57,32,40,32,40,42
6477,1,Hariyama,26,Fighting,None,120,120,76,45,35,45,40
6478,0,Meditite,33,Fighting,Psychic,74,74,43,53,43,53,56
6478,1,Hariyama,35,Fighting,None,158,158,101,59,45,59,52
6479,0,Medicham,40,Fighting,Psychic,112,112,67,79,67,79,83
6479,1,Hariyama,42,Fighting,None,188,188,120,70,53,70,62
6480,0,Riolu,44,Fighting,None,105,105,82,56,51,56,73
6480,1,Medicham,44,Fighting,Psychic,122,122,73,86,73,86,91
6480,2,Hariyama,44,Fighting,None,196,196,126,73,56,73,64
6481,0,Medicham,54,Fighting,Psychic,148,148,89,105,89,105,110
6481,1,Hariyama,55,Fighting,None,243,243,156,90,68,90,79
6481,2,Lucario,56,Fighting,Steel,164,164,148,103,153,103,125
6482,0,Sawk,47,Fighting,None,144,144,139,92,50,92,101
6483,0,Hariyama,30,Fighting,None,137,137,87,51,39,51,45
6484,0,Hariyama,31,Fighting,None,141,141,90,53,40,53,47
6485,0,Hariyama,43,Fighting,None,192,192,123,72,54,72,63
6486,0,Gurdurr,45,Fighting,None,147,147,115,97,57,66,57
6486,1,Hariyama,45,Fighting,None,200,200,129,75,57,75,66
6487,0,Hawlucha,54,Fighting,Flying,167,167,123,105,104,92,151
6487,1,Hariyama,55,Fighting,None,243,243,156,90,68,90,79
6487,2,Conkeldurr,56,Fighting,None,203,203,181,131,86,97,75
6488,0,Klefki,37,Steel,Fairy,102,102,77,85,77,82,73
6488,1,Mawile,39,Steel,Fairy,102,102,85,85,61,61,58
6489,0,Azumarill,56,Water,Fairy,198,198,81,114,92,114,81
6489,1,Florges,56,Fairy,None,173,173,97,101,150,197,109
6490,0,Floette,33,Fairy,None,90,90,46,47,66,81,51
6490,1,Slurpuff,35,Fairy,None,115,115,73,77,77,70,68
6491,0,Azumarill,49,Water,Fairy,174,174,71,101,81,101,71
6491,1,Aromatisse,49,Fairy,None,175,175,93,93,119,109,51
6492,0,Dedenne,37,Electric,Fairy,109,109,61,60,78,67,93
6492,1,Aromatisse,39,Fairy,None,141,141,75,75,96,88,41
6493,0,Klefki,52,Steel,Fairy,140,140,106,118,106,114,101
6493,1,Azumarill,52,Water,Fairy,184,184,75,106,86,106,75
6494,0,Spoink,19,Psychic,None,58,58,21,25,38,42,34
6494,1,Mawile,19,Steel,Fairy,54,54,44,44,32,32,30
6495,0,Kirlia,22,Psychic,Fairy,56,56,28,28,41,37,34
6496,0,Jigglypuff,17,Normal,Fairy,72,72,26,17,26,19,17
6497,0,Jigglypuff,35,Normal,Fairy,138,138,49,31,49,35,31
6498,0,Wigglytuff,40,Normal,Fairy,176,176,75,55,87,59,55
6499,0,Wigglytuff,42,Normal,Fairy,184,184,78,57,91,62,57
6499,1,Clefairy,42,Fairy,None,125,125,57,60,70,74,49
6500,0,Wigglytuff,48,Normal,Fairy,209,209,89,65,103,70,65
6500,1,Clefable,48,Fairy,None,166,166,89,92,113,108,79
6501,0,Skitty,21,Normal,None,59,59,31,31,27,27,33
6501,1,Jigglypuff,23,Normal,Fairy,94,94,33,22,33,24,22
6502,0,Lucario,75,Fighting,Steel,217,217,197,137,204,137,167
6502,1,Togekiss,75,Fairy,Flying,239,239,107,174,212,204,152
6502,2,Lucario,75,Fighting,Steel,217,217,197,137,204,137,167
6503,0,Gligar,15,Ground,Flying,49,49,32,41,20,29,35
6503,1,Drifloon,25,Ghost,Flying,89,89,39,31,44,36,49
6506,0,Koffing,6,Poison,None,22,22,14,18,14,12,11
6506,1,Koffing,6,Poison,None,22,22,14,18,14,12,11
6507,0,Koffing,32,Poison,None,79,79,58,77,54,45,38
6507,1,Slugma,32,Fire,None,79,79,42,42,61,42,29
6508,0,Charmeleon,17,Fire,None,52,52,32,30,38,33,38
6509,0,Koffing,28,Poison,None,70,70,51,68,48,40,34
6509,1,Flareon,28,Fire,None,84,84,87,48,68,76,51
6509,2,Koffing,28,Poison,None,70,70,51,68,48,40,34
6510,0,Koffing,15,Poison,None,42,42,29,38,28,23,20
6510,1,Growlithe,16,Fire,None,49,49,33,25,33,26,29
6510,2,Koffing,15,Poison,None,42,42,29,38,28,23,20
6511,0,Magmar,29,Fire,None,87,87,70,48,73,64,69
6511,1,Weezing,32,Poison,None,95,95,74,93,70,61,54
6511,2,Magmar,29,Fire,None,87,87,70,48,73,64,69
6512,0,Vulpix,9,Fire,None,29,29,15,15,17,19,19
6513,0,Magmar,11,Fire,None,39,39,29,21,30,27,29
6513,1,Magmar,13,Fire,None,44,44,34,24,35,31,33
6514,0,Koffing,6,Poison,None,22,22,14,18,14,12,11
6514,1,Koffing,6,Poison,None,22,22,14,18,14,12,11
6515,0,Koffing,32,Poison,None,79,79,58,77,54,45,38
6515,1,Slugma,32,Fire,None,79,79,42,42,61,42,29
6516,0,Koffing,28,Poison,None,70,70,51,68,48,40,34
6516,1,Flareon,28,Fire,None,84,84,87,48,68,76,51
6516,2,Koffing,28,Poison,None,70,70,51,68,48,40,34
6517,0,Magmar,29,Fire,None,87,87,70,48,73,64,69
6517,1,Weezing,32,Poison,None,95,95,74,93,70,61,54
6517,2,Magmar,29,Fire,None,87,87,70,48,73,64,69
6518,0,Vulpix,9,Fire,None,29,29,15,15,17,19,19
6519,0,Magmar,11,Fire,None,39,39,29,21,30,27,29
6519,1,Magmar,13,Fire,None,44,44,34,24,35,31,33
6520,0,Koffing,6,Poison,None,22,22,14,18,14,12,11
6520,1,Koffing,6,Poison,None,22,22,14,18,14,12,11
6521,0,Koffing,42,Poison,None,100,100,74,99,70,57,49
6521,1,Magcargo,45,Fire,Rock,116,116,66,129,93,93,48
6522,0,Koffing,36,Poison,None,87,87,64,86,61,50,43
6522,1,Flareon,39,Fire,None,113,113,120,65,93,104,69
6522,2,Koffing,36,Poison,None,87,87,64,86,61,50,43
6523,0,Koffing,16,Poison,None,44,44,31,41,29,25,21
6523,1,Koffing,16,Poison,None,44,44,31,41,29,25,21
6523,2,Growlithe,17,Fire,None,51,51,34,26,34,28,31
6524,0,Magmar,43,Fire,None,124,124,102,69,106,93,100
6524,1,Camerupt,47,Fire,Ground,139,139,115,87,120,92,59
6524,2,Weezing,40,Poison,None,116,116,91,115,87,75,67
6525,0,Vulpix,9,Fire,None,29,29,15,15,17,19,19
6526,0,Charmeleon,18,Fire,None,55,55,34,32,40,34,40
6527,0,Magmar,11,Fire,None,39,39,29,21,30,27,29
6527,1,Magmar,16,Fire,None,52,52,41,29,42,37,40
6528,0,Magmar,25,Fire,None,76,76,61,42,64,56,60
6528,1,Magmar,32,Fire,None,95,95,77,53,80,70,76
6529,0,Magmar,34,Fire,None,100,100,81,56,85,75,80
6529,1,Magmar,37,Fire,None,108,108,88,60,92,81,87
6530,0,Magby,26,Fire,None,68,68,53,33,50,42,57
6530,1,Magmar,49,Fire,None,140,140,115,78,120,105,113
6530,2,Magmortar,58,Fire,None,175,175,136,103,170,136,122
6531,0,Rapidash,51,Fire,None,145,145,125,94,104,104,130
6531,1,Magmar,50,Fire,None,143,143,118,80,123,108,116
6531,2,Cubone,53,Ground,None,135,135,77,124,66,77,61
6531,3,Ninetales,51,Fire,None,153,153,100,99,105,125,125
6531,4,Furret,50,Normal,None,163,163,99,87,68,78,113
6531,5,Vileplume,53,Grass,Poison,161,161,108,114,140,119,77
6532,0,Magmar,55,Fire,None,156,156,129,87,134,118,127
6532,1,Magcargo,50,Fire,Rock,128,128,73,143,103,103,53
6532,2,Lickitung,50,Normal,None,168,168,78,98,83,98,53
6532,3,Ninetales,55,Fire,None,165,165,108,107,113,134,134
6532,4,Hitmontop,50,Fighting,None,128,128,118,118,58,133,93
6532,5,Bellossom,50,Grass,None,153,153,103,118,113,123,73
6533,0,Magmar,50,Fire,None,143,143,118,80,123,108,116
6533,1,Marowak,51,Ground,None,140,140,104,135,74,104,69
6533,2,Dodrio,54,Normal,Flying,148,148,143,100,89,89,132
6533,3,Houndoom,50,Dark,Fire,153,153,113,73,133,103,118
6533,4,Exeggutor,51,Grass,Psychic,176,176,120,110,150,89,79
6533,5,Arcanine,54,Fire,None,180,180,143,110,132,110,127
6534,0,Charizard,53,Fire,Flying,164,164,113,106,139,114,130
6534,1,Typhlosion,53,Fire,None,164,164,113,106,139,114,130
6534,2,Slowking,51,Water,Psychic,176,176,99,104,125,135,53
6534,3,Blissey,51,Normal,None,339,339,33,33,99,161,79
6534,4,Nidoqueen,51,Poison,Ground,171,171,117,112,99,110,100
6534,5,Exeggutor,51,Grass,Psychic,176,176,120,110,150,89,79
6535,0,Poliwhirl,28,Water,None,84,84,51,51,43,43,65
6536,0,Goldeen,17,Water,None,48,48,33,31,23,28,32
6536,1,Tentacool,17,Water,Poison,46,46,24,23,28,45,34
6536,2,Goldeen,17,Water,None,48,48,33,31,23,28,32
6537,0,Tentacool,17,Water,Poison,46,46,24,23,28,45,34
6537,1,Staryu,17,Water,None,43,43,26,29,34,29,40
6537,2,Shellder,17,Water,None,43,43,33,45,26,19,24
6538,0,Goldeen,22,Water,None,59,59,42,39,28,34,40
6538,1,Poliwag,22,Water,None,57,57,34,30,30,30,52
6538,2,Goldeen,22,Water,None,59,59,42,39,28,34,40
6539,0,Tentacool,24,Water,Poison,61,61,32,30,37,61,47
6539,1,Goldeen,24,Water,None,64,64,45,42,30,37,43
6540,0,Goldeen,27,Water,None,71,71,50,47,33,41,48
6541,0,Poliwag,21,Water,None,55,55,33,29,29,29,50
6541,1,Shellder,21,Water,None,51,51,39,54,31,23,29
6541,2,Goldeen,21,Water,None,57,57,40,37,27,33,39
6541,3,Horsea,21,Water,None,51,51,29,41,41,23,37
6542,0,Magikarp,24,Water,None,52,52,18,40,20,23,52
6542,1,Magikarp,24,Water,None,52,52,18,40,20,23,52
6543,0,Magikarp,27,Water,None,57,57,20,44,22,25,57
6543,1,Magikarp,27,Water,None,57,57,20,44,22,25,57
6543,2,Magikarp,27,Water,None,57,57,20,44,22,25,57
6543,3,Magikarp,27,Water,None,57,57,20,44,22,25,57
6543,4,Magikarp,27,Water,None,57,57,20,44,22,25,57
6543,5,Magikarp,27,Water,None,57,57,20,44,22,25,57
6544,0,Seaking,28,Water,None,92,92,66,51,51,59,53
6544,1,Goldeen,28,Water,None,73,73,52,48,34,43,50
6544,2,Seaking,28,Water,None,92,92,66,51,51,59,53
6544,3,Seaking,28,Water,None,92,92,66,51,51,59,53
6545,0,Shellder,31,Water,None,70,70,56,78,44,31,40
6545,1,Cloyster,31,Water,Ice,83,83,75,127,68,44,59
6546,0,Seaking,33,Water,None,107,107,77,59,59,69,61
6546,1,Goldeen,33,Water,None,84,84,61,56,39,49,58
6547,0,Gyarados,27,Water,Flying,98,98,82,57,47,68,58
6548,0,Tentacruel,34,Water,Poison,110,110,64,61,71,98,85
6549,0,Gyarados,30,Water,Flying,107,107,90,63,51,75,64
6549,1,Gyarados,30,Water,Flying,107,107,90,63,51,75,64
6549,2,Gyarados,30,Water,Flying,107,107,90,63,51,75,64
6550,0,Qwilfish,18,Water,Poison,57,57,45,38,31,31,42
6551,0,Qwilfish,23,Water,Poison,71,71,56,47,38,38,52
6552,0,Goldeen,32,Water,None,82,82,59,54,38,48,56
6552,1,Goldeen,32,Water,None,82,82,59,54,38,48,56
6552,2,Qwilfish,32,Water,Poison,95,95,77,64,51,51,70
6553,0,Seaking,34,Water,None,110,110,79,61,61,71,63
6553,1,Seaking,34,Water,None,110,110,79,61,61,71,63
6553,2,Qwilfish,37,Water,Poison,108,108,88,73,59,59,81
6554,0,Remoraid,25,Water,None,61,61,46,31,46,31,46
6554,1,Remoraid,25,Water,None,61,61,46,31,46,31,46
6555,0,Poliwag,8,Water,None,27,27,15,14,14,14,22
6555,1,Poliwag,8,Water,None,27,27,15,14,14,14,22
6556,0,Shellder,25,Water,None,59,59,46,64,36,26,34
6556,1,Octillery,29,Water,None,92,92,76,58,76,58,41
6556,2,Cloyster,29,Water,Ice,78,78,70,119,64,41,56
6556,3,Remoraid,25,Water,None,61,61,46,31,46,31,46
6557,0,Magikarp,5,Water,None,18,18,7,12,8,8,14
6557,1,Magikarp,5,Water,None,18,18,7,12,8,8,14
6557,2,Magikarp,15,Water,None,36,36,13,26,14,16,34
6557,3,Magikarp,5,Water,None,18,18,7,12,8,8,14
6558,0,Seaking,28,Water,None,92,92,66,51,51,59,53
6558,1,Poliwhirl,31,Water,None,92,92,56,56,47,47,71
6558,2,Seaking,31,Water,None,101,101,73,56,56,65,58
6559,0,Remoraid,32,Water,None,75,75,58,38,58,38,58
6559,1,Remoraid,32,Water,None,75,75,58,38,58,38,58
6560,0,Magikarp,10,Water,None,27,27,10,19,11,12,24
6560,1,Gyarados,10,Water,Flying,42,42,33,24,20,28,24
6560,2,Magikarp,15,Water,None,36,36,13,26,14,16,34
6560,3,Gyarados,15,Water,Flying,58,58,47,34,28,40,34
6561,0,Goldeen,10,Water,None,32,32,22,20,15,18,21
6562,0,Goldeen,17,Water,None,48,48,33,31,23,28,32
6563,0,Qwilfish,17,Water,Poison,55,55,43,36,29,29,40
6563,1,Goldeen,19,Water,None,52,52,37,34,25,30,35
6564,0,Qwilfish,30,Water,Poison,89,89,72,60,48,48,66
6564,1,Goldeen,32,Water,None,82,82,59,54,38,48,56
6565,0,Qwilfish,35,Water,Poison,103,103,84,70,56,56,77
6565,1,Seaking,39,Water,None,125,125,90,69,69,81,72
6566,0,Magikarp,22,Water,None,48,48,17,37,19,21,48
6566,1,Magikarp,22,Water,None,48,48,17,37,19,21,48
6566,2,Magikarp,22,Water,None,48,48,17,37,19,21,48
6566,3,Magikarp,22,Water,None,48,48,17,37,19,21,48
6567,0,Qwilfish,30,Water,Poison,89,89,72,60,48,48,66
6567,1,Qwilfish,30,Water,Poison,89,89,72,60,48,48,66
6567,2,Seaking,34,Water,None,110,110,79,61,61,71,63
6568,0,Magikarp,25,Water,None,54,54,19,41,21,24,54
6568,1,Magikarp,25,Water,None,54,54,19,41,21,24,54
6568,2,Qwilfish,31,Water,Poison,92,92,75,62,50,50,68
6568,3,Tentacruel,31,Water,Poison,101,101,59,56,65,90,78
6569,0,Goldeen,23,Water,None,61,61,44,40,29,36,42
6569,1,Goldeen,23,Water,None,61,61,44,40,29,36,42
6569,2,Seaking,25,Water,None,84,84,60,46,46,54,48
6570,0,Goldeen,29,Water,None,75,75,54,50,35,44,51
6570,1,Goldeen,29,Water,None,75,75,54,50,35,44,51
6570,2,Seaking,32,Water,None,104,104,75,58,58,67,60
6571,0,Seaking,34,Water,None,110,110,79,61,61,71,63
6571,1,Seaking,34,Water,None,110,110,79,61,61,71,63
6571,2,Remoraid,38,Water,None,88,88,68,45,68,45,68
6572,0,Gyarados,27,Water,Flying,98,98,82,57,47,68,58
6573,0,Tentacruel,34,Water,Poison,110,110,64,61,71,98,85
6574,0,Gyarados,30,Water,Flying,107,107,90,63,51,75,64
6574,1,Gyarados,30,Water,Flying,107,107,90,63,51,75,64
6574,2,Gyarados,30,Water,Flying,107,107,90,63,51,75,64
6575,0,Remoraid,25,Water,None,61,61,46,31,46,31,46
6575,1,Remoraid,25,Water,None,61,61,46,31,46,31,46
6576,0,Poliwag,8,Water,None,27,27,15,14,14,14,22
6576,1,Poliwag,8,Water,None,27,27,15,14,14,14,22
6577,0,Shellder,25,Water,None,59,59,46,64,36,26,34
6577,1,Octillery,29,Water,None,92,92,76,58,76,58,41
6577,2,Cloyster,29,Water,Ice,78,78,70,119,64,41,56
6577,3,Remoraid,25,Water,None,61,61,46,31,46,31,46
6578,0,Magikarp,5,Water,None,18,18,7,12,8,8,14
6578,1,Magikarp,5,Water,None,18,18,7,12,8,8,14
6578,2,Magikarp,15,Water,None,36,36,13,26,14,16,34
6578,3,Magikarp,5,Water,None,18,18,7,12,8,8,14
6579,0,Seaking,28,Water,None,92,92,66,51,51,59,53
6579,1,Poliwhirl,31,Water,None,92,92,56,56,47,47,71
6579,2,Seaking,31,Water,None,101,101,73,56,56,65,58
6580,0,Remoraid,32,Water,None,75,75,58,38,58,38,58
6580,1,Remoraid,32,Water,None,75,75,58,38,58,38,58
6581,0,Magikarp,10,Water,None,27,27,10,19,11,12,24
6581,1,Gyarados,10,Water,Flying,42,42,33,24,20,28,24
6581,2,Magikarp,15,Water,None,36,36,13,26,14,16,34
6581,3,Gyarados,15,Water,Flying,58,58,47,34,28,40,34
6582,0,Goldeen,10,Water,None,32,32,22,20,15,18,21
6583,0,Goldeen,17,Water,None,48,48,33,31,23,28,32
6584,0,Qwilfish,17,Water,Poison,55,55,43,36,29,29,40
6584,1,Goldeen,19,Water,None,52,52,37,34,25,30,35
6585,0,Qwilfish,30,Water,Poison,89,89,72,60,48,48,66
6585,1,Goldeen,32,Water,None,82,82,59,54,38,48,56
6586,0,Qwilfish,35,Water,Poison,103,103,84,70,56,56,77
6586,1,Seaking,39,Water,None,125,125,90,69,69,81,72
6587,0,Magikarp,22,Water,None,48,48,17,37,19,21,48
6587,1,Magikarp,22,Water,None,48,48,17,37,19,21,48
6587,2,Magikarp,22,Water,None,48,48,17,37,19,21,48
6587,3,Magikarp,22,Water,None,48,48,17,37,19,21,48
6588,0,Qwilfish,30,Water,Poison,89,89,72,60,48,48,66
6588,1,Qwilfish,30,Water,Poison,89,89,72,60,48,48,66
6588,2,Seaking,34,Water,None,110,110,79,61,61,71,63
6589,0,Magikarp,25,Water,None,54,54,19,41,21,24,54
6589,1,Magikarp,25,Water,None,54,54,19,41,21,24,54
6589,2,Qwilfish,31,Water,Poison,92,92,75,62,50,50,68
6589,3,Tentacruel,31,Water,Poison,101,101,59,56,65,90,78
6590,0,Qwilfish,18,Water,Poison,57,57,45,38,31,31,42
6591,0,Qwilfish,23,Water,Poison,71,71,56,47,38,38,52
6592,0,Goldeen,32,Water,None,82,82,59,54,38,48,56
6592,1,Goldeen,32,Water,None,82,82,59,54,38,48,56
6592,2,Qwilfish,32,Water,Poison,95,95,77,64,51,51,70
6593,0,Seaking,34,Water,None,110,110,79,61,61,71,63
6593,1,Seaking,34,Water,None,110,110,79,61,61,71,63
6593,2,Qwilfish,37,Water,Poison,108,108,88,73,59,59,81
6594,0,Goldeen,23,Water,None,61,61,44,40,29,36,42
6594,1,Goldeen,23,Water,None,61,61,44,40,29,36,42
6594,2,Seaking,25,Water,None,84,84,60,46,46,54,48
6595,0,Goldeen,29,Water,None,75,75,54,50,35,44,51
6595,1,Goldeen,29,Water,None,75,75,54,50,35,44,51
6595,2,Seaking,32,Water,None,104,104,75,58,58,67,60
6596,0,Seaking,34,Water,None,110,110,79,61,61,71,63
6596,1,Seaking,34,Water,None,110,110,79,61,61,71,63
6596,2,Remoraid,38,Water,None,88,88,68,45,68,45,68
6597,0,Magikarp,5,Water,None,18,18,7,12,8,8,14
6597,1,Tentacool,10,Water,Poison,31,31,16,15,18,28,22
6597,2,Magikarp,15,Water,None,36,36,13,26,14,16,34
6598,0,Carvanha,26,Water,Dark,68,68,61,24,48,24,48
6598,1,Carvanha,26,Water,Dark,68,68,61,24,48,24,48
6599,0,Tentacool,23,Water,Poison,59,59,31,29,36,59,45
6599,1,Tentacool,24,Water,Poison,61,61,32,30,37,61,47
6599,2,Wailmer,24,Water,None,105,105,47,30,47,30,42
6599,3,Tentacool,25,Water,Poison,64,64,34,31,39,64,49
6600,0,Goldeen,16,Water,None,46,46,32,29,21,26,30
6600,1,Goldeen,16,Water,None,46,46,32,29,21,26,30
6600,2,Goldeen,16,Water,None,46,46,32,29,21,26,30
6600,3,Barboach,18,Water,Ground,52,52,28,26,28,26,33
6601,0,Tentacool,12,Water,Poison,35,35,18,17,21,33,26
6601,1,Wailmer,15,Water,None,69,69,31,20,31,20,28
6601,2,Tentacool,9,Water,Poison,29,29,15,14,17,26,20
6601,3,Tentacool,12,Water,Poison,35,35,18,17,21,33,26
6602,0,Magikarp,11,Water,None,29,29,11,21,12,13,26
6602,1,Tentacool,8,Water,Poison,27,27,14,13,15,23,19
6602,2,Magikarp,11,Water,None,29,29,11,21,12,13,26
6603,0,Tentacool,24,Water,Poison,61,61,32,30,37,61,47
6603,1,Gyarados,27,Water,Flying,98,98,82,57,47,68,58
6603,2,Gyarados,27,Water,Flying,98,98,82,57,47,68,58
6604,0,Gyarados,29,Water,Flying,104,104,87,61,50,73,62
6604,1,Tentacool,26,Water,Poison,66,66,35,32,40,66,50
6604,2,Carvanha,26,Water,Dark,68,68,61,24,48,24,48
6604,3,Gyarados,29,Water,Flying,104,104,87,61,50,73,62
6605,0,Gyarados,31,Water,Flying,111,111,93,65,53,78,66
6605,1,Tentacruel,30,Water,Poison,98,98,57,54,63,87,75
6605,2,Carvanha,30,Water,Dark,77,77,69,27,54,27,54
6605,3,Gyarados,31,Water,Flying,111,111,93,65,53,78,66
6606,0,Gyarados,33,Water,Flying,117,117,99,69,56,82,70
6606,1,Tentacruel,35,Water,Poison,113,113,66,63,73,101,87
6606,2,Sharpedo,33,Water,Dark,101,101,96,43,79,43,79
6606,3,Gyarados,33,Water,Flying,117,117,99,69,56,82,70
6607,0,Magikarp,30,Water,None,62,62,21,48,24,27,63
6607,1,Tentacool,21,Water,Poison,55,55,29,27,33,54,41
6607,2,Feebas,27,Water,None,57,57,22,25,20,44,57
6607,3,Carvanha,24,Water,Dark,64,64,56,23,44,23,44
6608,0,Tentacool,31,Water,Poison,76,76,40,37,47,78,59
6608,1,Tentacruel,35,Water,Poison,113,113,66,63,73,101,87
6608,2,Carvanha,33,Water,Dark,84,84,76,30,59,30,59
6609,0,Magikarp,6,Water,None,20,20,8,13,8,9,16
6609,1,Magikarp,6,Water,None,20,20,8,13,8,9,16
6609,2,Magikarp,6,Water,None,20,20,8,13,8,9,16
6610,0,Wailmer,34,Water,None,144,144,64,41,64,41,58
6610,1,Tentacool,32,Water,Poison,79,79,42,38,48,80,61
6610,2,Wailmer,30,Water,None,128,128,57,36,57,36,51
6610,3,Sharpedo,32,Water,Dark,98,98,93,42,77,42,77
6611,0,Tentacool,12,Water,Poison,35,35,18,17,21,33,26
6612,0,Barboach,20,Water,Ground,57,57,31,29,30,28,36
6613,0,Magikarp,15,Water,None,36,36,13,26,14,16,34
6613,1,Magikarp,25,Water,None,54,54,19,41,21,24,54
6613,2,Gyarados,35,Water,Flying,124,124,105,72,59,87,74
6613,3,Magikarp,45,Water,None,89,89,30,70,34,39,93
6614,0,Magikarp,19,Water,None,43,43,15,32,17,19,42
6614,1,Gyarados,20,Water,Flying,75,75,62,43,36,52,44
6614,2,Gyarados,22,Water,Flying,81,81,67,47,39,56,48
6614,3,Gyarados,25,Water,Flying,91,91,76,53,44,64,54
6614,4,Gyarados,29,Water,Flying,104,104,87,61,50,73,62
6614,5,Gyarados,34,Water,Flying,120,120,102,70,58,85,72
6615,0,Carvanha,17,Water,Dark,48,48,41,17,33,17,33
6616,0,Tentacool,30,Water,Poison,74,74,39,36,45,75,57
6616,1,Tentacool,30,Water,Poison,74,74,39,36,45,75,57
6616,2,Wailmer,35,Water,None,148,148,66,42,66,42,59
6616,3,Tentacruel,32,Water,Poison,104,104,61,58,67,93,80
6617,0,Magikarp,5,Water,None,18,18,7,12,8,8,14
6617,1,Tentacool,10,Water,Poison,31,31,16,15,18,28,22
6617,2,Magikarp,15,Water,None,36,36,13,26,14,16,34
6618,0,Tentacool,25,Water,Poison,64,64,34,31,39,64,49
6618,1,Carvanha,25,Water,Dark,66,66,59,24,46,24,46
6619,0,Wailmer,25,Water,None,109,109,49,31,49,31,44
6619,1,Tentacruel,25,Water,Poison,84,84,49,46,54,74,64
6620,0,Magikarp,29,Water,None,61,61,21,47,24,27,61
6620,1,Tentacool,20,Water,Poison,53,53,28,26,32,52,40
6620,2,Feebas,26,Water,None,55,55,22,24,19,42,55
6620,3,Carvanha,23,Water,Dark,61,61,54,22,43,22,43
6621,0,Magikarp,16,Water,None,38,38,13,28,15,17,36
6621,1,Goldeen,17,Water,None,48,48,33,31,23,28,32
6621,2,Barboach,18,Water,Ground,52,52,28,26,28,26,33
6622,0,Tentacool,11,Water,Poison,33,33,17,16,19,30,24
6622,1,Wailmer,14,Water,None,65,65,29,19,29,19,26
6622,2,Tentacool,11,Water,Poison,33,33,17,16,19,30,24
6622,3,Wailmer,14,Water,None,65,65,29,19,29,19,26
6623,0,Magikarp,9,Water,None,25,25,10,18,10,11,22
6624,0,Magikarp,10,Water,None,27,27,10,19,11,12,24
6624,1,Tentacool,7,Water,Poison,25,25,13,12,14,21,17
6624,2,Magikarp,10,Water,None,27,27,10,19,11,12,24
6625,0,Tentacool,24,Water,Poison,61,61,32,30,37,61,47
6625,1,Gyarados,27,Water,Flying,98,98,82,57,47,68,58
6625,2,Gyarados,27,Water,Flying,98,98,82,57,47,68,58
6626,0,Gyarados,29,Water,Flying,104,104,87,61,50,73,62
6626,1,Carvanha,26,Water,Dark,68,68,61,24,48,24,48
6626,2,Tentacool,26,Water,Poison,66,66,35,32,40,66,50
6626,3,Gyarados,29,Water,Flying,104,104,87,61,50,73,62
6627,0,Gyarados,31,Water,Flying,111,111,93,65,53,78,66
6627,1,Carvanha,30,Water,Dark,77,77,69,27,54,27,54
6627,2,Tentacruel,30,Water,Poison,98,98,57,54,63,87,75
6627,3,Gyarados,31,Water,Flying,111,111,93,65,53,78,66
6628,0,Gyarados,33,Water,Flying,117,117,99,69,56,82,70
6628,1,Sharpedo,33,Water,Dark,101,101,96,43,79,43,79
6628,2,Gyarados,33,Water,Flying,117,117,99,69,56,82,70
6628,3,Tentacruel,35,Water,Poison,113,113,66,63,73,101,87
6629,0,Carvanha,31,Water,Dark,80,80,71,28,56,28,56
6629,1,Tentacruel,34,Water,Poison,110,110,64,61,71,98,85
6630,0,Magikarp,5,Water,None,18,18,7,12,8,8,14
6630,1,Magikarp,6,Water,None,20,20,8,13,8,9,16
6630,2,Magikarp,7,Water,None,22,22,8,15,9,10,18
6631,0,Wailmer,30,Water,None,128,128,57,36,57,36,51
6631,1,Tentacool,31,Water,Poison,76,76,40,37,47,78,59
6631,2,Sharpedo,32,Water,Dark,98,98,93,42,77,42,77
6632,0,Barboach,19,Water,Ground,54,54,30,28,29,27,34
6633,0,Tentacool,11,Water,Poison,33,33,17,16,19,30,24
6634,0,Barboach,19,Water,Ground,54,54,30,28,29,27,34
6635,0,Magikarp,15,Water,None,36,36,13,26,14,16,34
6635,1,Magikarp,25,Water,None,54,54,19,41,21,24,54
6635,2,Gyarados,35,Water,Flying,124,124,105,72,59,87,74
6636,0,Magikarp,19,Water,None,43,43,15,32,17,19,42
6636,1,Gyarados,21,Water,Flying,78,78,65,45,37,54,46
6636,2,Gyarados,23,Water,Flying,84,84,70,49,40,59,50
6636,3,Gyarados,26,Water,Flying,94,94,79,55,45,66,56
6636,4,Gyarados,30,Water,Flying,107,107,90,63,51,75,64
6636,5,Gyarados,35,Water,Flying,124,124,105,72,59,87,74
6637,0,Tentacool,16,Water,Poison,44,44,23,21,26,42,33
6638,0,Tentacool,31,Water,Poison,76,76,40,37,47,78,59
6638,1,Tentacool,31,Water,Poison,76,76,40,37,47,78,59
6638,2,Wailmer,36,Water,None,152,152,68,43,68,43,61
6639,0,Magikarp,24,Water,None,52,52,18,40,20,23,52
6639,1,Magikarp,24,Water,None,52,52,18,40,20,23,52
6640,0,Tentacool,17,Water,Poison,46,46,24,23,28,45,34
6640,1,Staryu,17,Water,None,43,43,26,29,34,29,40
6640,2,Shellder,17,Water,None,43,43,33,45,26,19,24
6641,0,Tentacool,24,Water,Poison,61,61,32,30,37,61,47
6641,1,Goldeen,24,Water,None,64,64,45,42,30,37,43
6642,0,Shellder,31,Water,None,70,70,56,78,44,31,40
